507;90;Vinařství u Stehlíků;Nový Šaldorf;Veltlínské zelené;B;;2022;VZ;suché;;1;83;;
508;25;Janda Lubomír;Brno-Bohunice;Veltlínské zelené;B;;2023;VZ;;;1;83;;
509;119;Adámkovi J. a A.;Chvalovice;Veltlínské zelené;B;;2013;VZ;suché;;1;78;;
510;119;Adámkovi J. a A.;Chvalovice;Veltlínské zelené;B;;2015;VZ;suché;;1;65;;
511;66;Tasovické vinařství;Tasovice;Veltlínské zelené;B;;2021;VZ;suché;;1;88;;
512;48;Privarčák Jan;Želešice;Veltlínské zelené;B;;2021;VZ;;;1;78;;
513;148;Měřinský Petr;Nový Přerov;Veltlínské zelené;B;;2020;VZ;;;1;nehodnoceno;;
514;102;Vranka Libor;Boršice;Veltlínské zelené;B;PS;2021;VZ;;;1;86;;
515;69;Turčínek Jan st.;Brno-Starý Lískovec;Veltlínské zelené;B;;2022;VZ;;;1;86;;
516;61;Špíšek Milan;Brno;Veltlínské zelené;B;PS;2022;VZ;;;1;88;;
517;123;Radovan František;Telnice;Veltlínské zelené;B;PS;2022;VZ;;;1;86;;
518;37;Lambeck, s.r.o.;Znojmo;Veltlínské zelené;B;;2021;VZ;suché;Vitus;1;84;;
519;37;Lambeck, s.r.o.;Znojmo;Veltlínské zelené;B;;2022;VZ;suché;;1;87;;
520;163;Táborský Jiří;Sokolnice;Veltlínské zelené;B;;2022;VZ;;;1;77;;
521;164;Musil Miroslav;Brno;Veltlínské zelené;B;;2021;VZ;;;1;78;;
522;35;Kratochvíl František ml.;Sokolnice;Veltlínské zelené;B;;2022;VZ;;;1;80;;
523;83;Vinařství Olejník;Nový Šaldorf;Veltlínské zelené;B;;2022;VZ;suché;;1;80;;
524;165;Kopeček František;Telnice;Veltlínské zelené;B;;2022;VZ;;;1;nehodnoceno;;
525;37;Lambeck, s.r.o.;Znojmo;Veltlínské zelené;B;;2021;VZ;suché;;1;86;;
526;91;Vinařství Vystoupil;Boleradice;Veltlínské zelené;B;;2020;VZ;suché;;1;81;;
527;156;Vinařství Košulič;Hustopeče;Veltlínské zelené;B;;2022;VZ;polosuché;;1;76;;
528;157;Knápek & Machů;Velké Bílovitce;Veltlínské zelené;B;;2022;VZ;suché;;1;89;;
529;67;Tejkal Miloš;Dolní Kounice;Veltlínské zelené;B;;2022;VZ;;;1;80;;
530;166;Faltus Jiří;Blučina;Veltlínské zelené;B;;2022;VZ;;;1;67;;
531;60;Špillar František;Hodonice;Veritas;B;PS;2022;Ve;;;1;89;;
541;134;Sýkora Josef;Brno;směs;B;;2022;MT,Ng;;;7;83;;
542;70;Turčínek Pavel;Brno-Starý Lískovec;směs;B;;2022;;;;7;79;;
543;167;Prchal Pavel;Velké Němčice;směs;B;;2022;MM,VZ;;;7;83;;
544;168;Valla Libor;Velké Němčice;směs;B;;2022;De,MT;;;7;86;;
545;89;Vinařství Tomčala;Kobylí na Moravě;směs;B;;2022;;;Zbílých a modrých hroznů;7;87;;
546;28;Kapp Rudolf;Brno;směs;B;;2022;RŠ,TČ,VZ;;;7;76;;
547;3;Böhm Radek;Troubsko (Veselka);směs;B;;2022;Hi,Ch,RB;;;7;85;;
548;54;Slanina Jan;Obřany;směs;B;;2022;;;;7;70;;
550;39;Machač Jiří;Boleradice;směs;B;;2022;MT,Ng;;;7;81;;
551;166;Faltus Jiří;Blučina;směs;B;;2022;MT,Ng;;;7;82;;
552;30;Konečný Ladislav;Brno-Bohunice;směs;B;;2022;Hi,MO,MT;;;7;80;;
553;169;Plíhal Zdeněk;Telnice;směs;B;;;;;;7;77;;
554;155;Víno Přistál;Znojmo;směs;B;;2023;;;;7;86;;
555;106;Životský Jakub;Sokolnice;směs;B;PS;2021;MT,Ng;;;7;83;;
601;115;Mayer Pavel;Mikulov;Alibernet;Č;PS;2022;Al;;;8;85;;
